NPI,TITLE,FAB_PROD,RET_PROD,PRODUCT,LOT,EXEC_SEQ,OPERATION,OPER_SHORT_DESC,OPER_LONG_DESC,OUT_DATE,LOT_PRIORITY_MOVEIN,AREA,MODULE,ACTIVITY,CUM_ACTIVITY,LAYER
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,1262.0,261264,L 8GC1dyS,"L P1278 dy GC1 SED (TPAB,PLY)",,,LITHO,LI-SAVli,0,406,GC1
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,1276.0,261265,L 8GC2dyS,"L P1278 dy GC2 SED (TPAB,PLY)",,,LITHO,LI-SAVli,0,407,GC2
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,1340.0,261266,L 8PCTdyS,"L P1278 dy PCT SED (TPAB,PLY,DPR)",,,LITHO,LI-SAYli,0,417,PCT
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,1382.0,261267,L 8PCLdyS,"L P1278 dy PCL SED (PLY,DPR)",,,LITHO,LI-SAYli,0,429,PCL
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,1429.0,261268,L 8DVGdyS,"L P1278 dyDGN DVG SED (PCL,PLY)",,,LITHO,LI-SAVli,0,440,DVG
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,1454.0,261269,L 8DVPdyS,"L P1278 dyDGN DVP SED (DVG,PLY)",,,LITHO,LI-SAVli,0,443,DVP
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,1511.0,261270,L 8TLKdyS,"L P1278 dyDGN TLK SED (PLY,DVG)",,,LITHO,LI-SAYli,0,455,TLK
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,1558.0,261392,L 8VCGdyS,"L P1278 VCG dy SED (TLK,PCTL,PLY)",,,LITHO,LI-SAYli,0,465,VCG
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,1580.0,261393,L 8VCTdyS,"L P1278 VCT dy SED(VCG,TLK,TPAB,PLY",,,LITHO,LI-SAYli,0,469,VCT
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,1635.0,249446,L #8MT0dlS,"L #P1278 dlDGN MT0 SED (VCT,VCG)",,,LITHO,LI-SAYli,0,483,MT0
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,1690.0,249070,L #8VA0daS,L #P1278 daDGN VA0 SED (MT0),,,LITHO,LI-SAYli,0,500,VA0
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,1737.0,251775,L #8MT1deS,L #P1278 deDGN MT1 SED (VA0) Clippe,,,LITHO,LI-SAYli,0,512,MT1
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,1785.0,260126,L #8cTFRgS,L #P1278c FL G-CHM TFR SED (MT1),,,LITHO,LI-SBHcu,0,522,TFR
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,1812.0,260270,L #8MT2wS,L #P1278 w DD WB DGN MT2 SED (MT1),,,LITHO,LI-SAYli,0,530,MT2
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,1836.0,260803,L #8VA1wS,"L #P1278 w VA1 SED (MT2,MT1)",,,LITHO,LI-SAYli,0,535,VA1
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,1893.0,265238,L #8MT3gS,L #P1278 g Drgn Apollo MT3 SED (MT2,,,LITHO,LI-SAYli,0,552,MT3
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,1921.0,260806,L #8VA2wS,"L #P1278 w VA2 SED (MT3,MT2)",,,LITHO,LI-SAYli,0,555,VA2
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,1986.0,265240,L #8MT4gS,L #P1278 g Drgn Apollo MT4 SED (MT3,,,LITHO,LI-SAYli,0,572,MT4
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2004.0,260810,L #8VA3wS,"L #P1278 w VA3 SED (MT4,MT3)",,,LITHO,LI-SAVli,0,575,VA3
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2061.0,249526,L #86MT5 d,L #P1278.6 d MT5 SED (MT4),,,LITHO,LI-SNYli,0,590,MT5
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2083.0,249553,L #86VA4,"L #P1278.6 d VA4 SED (MT5,MT4)",,,LITHO,LI-SAVli,0,592,VA4
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2129.0,243912,L #86MT6 S,L #P1278.6 MT6 SED (MT5),,,LITHO,LI-SNYli,0,602,MT6
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2145.0,243953,L #8VA5fS,"L #P1278 f VA5 SED (MT6,MT5)",,,LITHO,LI-SAVli,0,603,VA5
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2191.0,243913,L #86MT7 S,L #P1278.6 MT7 SED (MT6),,,LITHO,LI-SNYli,0,614,MT7
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2202.0,243954,L #8VA6fS,"L #P1278 f VA6 SED (MT7,MT6)",,,LITHO,LI-SAVli,0,615,VA6
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2234.0,243914,L #86MT8 S,L #P1278.6  MT8 SED (MT7),,,LITHO,LI-SNYli,0,626,MT8
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2245.0,243955,L #8VA7fS,"L #P1278 f VA7 SED (MT8,MT7)",,,LITHO,LI-SAVli,0,627,VA7
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2276.0,243915,L #86MT9 S,L #P1278.6 MT9 SED (MT8),,,LITHO,LI-SNYli,0,638,MT9
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2291.0,243956,L #8VA8fS,"L #P1278 f VA8 SED (MT9,MT8)",,,LITHO,LI-SAVli,0,639,VA8
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2331.0,243916,L #86M10 S,L #P1278.6 M10 SED (MT9),,,LITHO,LI-SNYli,0,650,M10
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2342.0,243957,L #8VA9fS,"L #P1278 f VA9 SED (M10,MT9)",,,LITHO,LI-SAVli,0,651,VA9
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2370.0,258787,L #8cM11dS,L #P1278c d M11 SED (M10),,,LITHO,LI-SNYli,0,661,M11
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2380.0,243958,L #8V10fS,"L #P1278 f V10 SED (M11,M10)",,,LITHO,LI-SAVli,0,662,V10
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2416.0,258791,L #8cM12dS,L #P1278c d M12 SED (M11),,,LITHO,LI-SNYli,0,672,M12
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2430.0,243959,L #8V11fS,"L #P1278 f V11 SED (M12,M11)",,,LITHO,LI-SAVli,0,673,V11
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2459.0,221050,L #8cM13nS,L #P1278c n M13 SED (M12),,,LITHO,LI-SBHcu,0,683,M13
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2469.0,248909,L #8V12fS,"L #P1278 f V12 SED (M13,M12)",,,LITHO,LI-SAVli,0,684,V12
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2501.0,221052,L #8cM14nS,L #P1278c n M14 SED (M13),,,LITHO,LI-SBHcu,0,694,M14
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2510.0,221053,L #8cV13nS,"L #P1278c n V13 SED (M14,M13)",,,LITHO,LI-SBHcu,0,695,V13
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2607.0,232502,L #8BKRnkS,"L #P1278 BKR NTKey SED (DNU,DPR)",,,LITHO,LI-SNEli,0,716,BKR
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2656.0,257413,L #8BM0bmS,L #P1278 BM0 FSM SED (DVG) BCN LOOP,,,LITHO,LI-SNYli,0,725,BM0
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2672.0,255739,L #8BCNnkS,L #P1278 BCN NTKey SED (BM0),,,LITHO,LI-SNYli,0,727,BCN
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2707.0,255584,L #8BV0fS,L #P1278 FSM BV0 SED (BM0),,,LITHO,LI-SBHcu,0,734,BV0
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2718.0,241839,L #8BM1t S,L #P1278 t BM1 SED (BM0),,,LITHO,LI-SBLcu,0,735,BM1
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2753.0,268210,L #8bBV1dS,L #P1278 d BV1 SED (BM1),,,LITHO,LI-SBLcu,0,742,BV1
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2766.0,255488,L #8BM2bF,L #P1278b NRW BM2 SED FSM (BM1),,,LITHO,LI-SBLcu,0,743,BM2
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2799.0,255437,L #8BV2bF,L #P1278b NRW BV2 SED FSM (BM2),,,LITHO,LI-SBLcu,0,750,BV2
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2831.0,255309,L #8bBM3GS,L #P1278B BM3 MGP SED (BM2),,,LITHO,LI-SBLcu,0,757,BM3
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2863.0,255438,L #8BV3bF,L #P1278b NRW BV3 SED FSM (BM3),,,LITHO,LI-SBLcu,0,764,BV3
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2898.0,255308,L #8BM4bGS,L #P1278.1 BM4 MGP Narrow SED (BM3),,,LITHO,LI-SBLcu,0,774,BM4
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2942.0,264467,L #8BAVf10,L #P1278.1 BAV f SED10 (BM4),,,LITHO,LI-SNYli,0,783,BAV
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2957.0,267014,L #8 BC1dS,L #P1278 d BC1 Narrow SED (BAV),,,LITHO,LI-SBLcu,0,786,BC1
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2974.0,267015,L #8 BC2dS,L #P1278 d BC2 Narrow SED (BAV),,,LITHO,LI-SBLcu,0,790,BC2
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2987.0,267016,L #8 BC3dS,L #P1278 d BC3 Narrow SED (BAV),,,LITHO,LI-SBLcu,0,794,BC3
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,2997.0,255439,L #8BV4bF,L #P1278b NRW BV4  SED FSM (BM4),,,LITHO,LI-SBLcu,0,797,BV4
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,3030.0,217326,L #81BM5bt,L #P1278.1 BM5 b SED thk res (BM4),,,LITHO,LI-SBLcu,0,806,BM5
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,3064.0,231725,L #81BLVbS,L #P1278.1 BLV b SED (BM5),,,LITHO,LI-SBLcu,0,813,BLV
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,3079.0,9812,Z #MPCPACK,Z #CU MPC XSITE WAFER PACK,,,PC,PC-STORES,0,814,SHIP
